,full_name,First_Name,Last_Name,occupation,city,state,show_number,date,winner_flg,final_score,Gender,Year,flag_female,flag_male
2350,Hannah Sage,Hannah,Sage,a sophomore at the University of Central Florida,Sarasota,Florida,7745,2018-04-20,0,9200,female,2018,1,0
2351,Hannah Sage,Hannah,Sage,a sophomore at the University of Central Florida,Sarasota,Florida,7744,2018-04-19,0,7600,female,2018,1,0
2352,Hannah Sage,Hannah,Sage,a sophomore at the University of Central Florida,Sarasota,Florida,7742,2018-04-17,1,28401,female,2018,1,0
2353,Hannah Sage,Hannah,Sage,a sophomore at the University of Central Florida,Sarasota,Florida,7736,2018-04-09,1,17000,female,2018,1,0
2357,Jake Smith,Jake,Smith,a wine salesman,Memphis,Tennessee,7117,2015-07-21,0,19300,male,2015,0,1
2358,Aimee Seligstein,Aimee,Seligstein,a recruiter originally,Memphis,Tennessee,6825,2014-04-25,0,16000,female,2014,1,0
2359,Eric Thorpe,Eric,Thorpe,a senior at Dartmouth College,Laguna Niguel,California,7742,2018-04-17,0,20400,male,2018,0,1
2360,Eric Thorpe,Eric,Thorpe,a senior at Dartmouth College,Laguna Niguel,California,7740,2018-04-13,1,11800,male,2018,0,1
2361,Patricia Jia,Patricia,Jia,a senior at the University of Pennsylvania,Fremont,California,7740,2018-04-13,0,0,female,2018,1,0
2362,Harry Kioko,Harry,Kioko,a senior at the University of Chicago,Princeton,New Jersey,7739,2018-04-12,0,400,male,2018,0,1
2363,Darcy Shapiro,Darcy,Shapiro,an evolutionary anthropologist,Princeton,New Jersey,7577,2017-07-18,0,19201,female,2017,1,0
2364,Christie O'Shaughnessy,Christie,O'Shaughnessy,a math and science educator,Princeton,New Jersey,7334,2016-06-30,0,11601,female,2016,1,0
2365,Christie O'Shaughnessy,Christie,O'Shaughnessy,a math and science educator,Princeton,New Jersey,7333,2016-06-29,1,14401,female,2016,1,0
2367,Julie Brannon,Julie,Brannon,a professor of English,Jacksonville,Florida,7499,2017-03-30,1,22900,female,2017,1,0
2368,Julie Brannon,Julie,Brannon,a professor of English,Jacksonville,Florida,7498,2017-03-29,1,18800,female,2017,1,0
2369,Julie Brannon,Julie,Brannon,a professor of English,Jacksonville,Florida,7497,2017-03-28,1,28400,female,2017,1,0
2370,Bill Albertini,Bill,Albertini,a professor of English,Toledo,Ohio,6928,2014-10-29,0,12798,male,2014,0,1
2371,Bill Albertini,Bill,Albertini,a professor of English,Toledo,Ohio,6927,2014-10-28,1,19200,male,2014,0,1
2372,Bill Albertini,Bill,Albertini,a professor of English,Toledo,Ohio,6926,2014-10-27,1,19550,male,2014,0,1
2373,Jim Read,Jim,Read,a professor of English,Arroyo Grande,California,6995,2015-01-30,0,5,male,2015,0,1
2374,Kevin Hozey,Kevin,Hozey,a history teacher,Jacksonville,Florida,6965,2014-12-19,0,10100,male,2014,0,1
2375,Kevin Hozey,Kevin,Hozey,a history teacher,Jacksonville,Florida,6964,2014-12-18,1,27601,male,2014,0,1
2376,Caroline Trammell,Caroline,Trammell,a junior at Furman University,Baton Rouge,Louisiana,7738,2018-04-11,0,6600,female,2018,1,0
2377,Alison Saunders,Alison,Saunders,an architectural historian,Baton Rouge,Louisiana,7152,2015-10-20,0,14300,female,2015,1,0
2378,Alison Saunders,Alison,Saunders,an architectural historian,Baton Rouge,Louisiana,7152,2015-10-20,0,14300,female,2015,1,0
2379,Josie Bianchi,Josie,Bianchi,a sophomore at Stanford University,San Jose,California,7736,2018-04-09,0,4550,female,2018,1,0
2380,Laura Spoelstra,Laura,Spoelstra,a library media center technician,San Jose,California,7524,2017-05-04,0,4399,female,2017,1,0
2381,Edward Montiel,Edward,Montiel,an astronomer,San Jose,California,7423,2016-12-14,0,5800,male,2016,0,1
2382,Zlatan Hodzic,Zlatan,Hodzic,a research lab manager originally,San Jose,California,7353,2016-07-27,0,1,male,2016,0,1
2383,Sheldon Lewis II,Sheldon,Lewis,a sophomore at Rochester Institute of Technology,Buffalo,New York,7736,2018-04-09,0,4200,male,2018,0,1
2384,Brigid Hannahoe,Brigid,Hannahoe,a pathologist,Buffalo,New York,7246,2016-02-29,0,2599,female,2016,1,0
2385,Ed Cardoni,Ed,Cardoni,a director of a contemporary arts center,Buffalo,New York,7099,2015-06-25,0,200,male,2015,0,1
2386,Michael Boss,Michael,Boss,a physicist,Broomfield,Colorado,7733,2018-04-04,0,3998,male,2018,0,1
2387,Emily Milan,Emily,Milan,a nanny,Birmingham,Michigan,7731,2018-04-02,0,1999,female,2018,1,0
2388,Emily Milan,Emily,Milan,a nanny,Birmingham,Michigan,7730,2018-03-30,1,9800,female,2018,1,0
2389,Emily Milan,Emily,Milan,a nanny,Birmingham,Michigan,7729,2018-03-29,1,23600,female,2018,1,0
2390,Emily Milan,Emily,Milan,a nanny,Birmingham,Michigan,7728,2018-03-28,1,11601,female,2018,1,0
2391,Beth Horn,Beth,Horn,a nanny,Dallas,Texas,7156,2015-10-26,0,300,female,2015,1,0
2392,Elizabeth Johnson,Elizabeth,Johnson,a communications and marketing manager,Lansing,Michigan,7731,2018-04-02,0,4700,female,2018,1,0
2393,Lisa Mueller,Lisa,Mueller,a technical services librarian,Naperville,Illinois,7723,2018-03-21,0,13201,female,2018,1,0
2394,Lisa Mueller,Lisa,Mueller,a technical services librarian,Naperville,Illinois,7721,2018-03-19,1,16800,female,2018,1,0
2395,Chris Nadon,Chris,Nadon,a college teacher,Claremont,California,7557,2017-06-20,0,1599,male,2017,0,1
2396,David Sena,David,Sena,a public interest attorney originally,Claremont,California,7325,2016-06-17,1,14800,male,2016,0,1
2397,Chris Frantz,Chris,Frantz,an on-call office administrator,Orwigsburg,Pennsylvania,7723,2018-03-21,0,12600,male,2018,0,1
2398,Regis Michelena,Regis,Michelena,a civil engineer,Casper,Wyoming,7721,2018-03-19,0,1,male,2018,0,1
2401,Peter Karamitsos,Peter,Karamitsos,a software salesman,Elmhurst,Illinois,7720,2018-03-16,1,1,male,2018,0,1
2402,Peter Karamitsos,Peter,Karamitsos,a software salesman,Elmhurst,Illinois,7719,2018-03-15,1,23600,male,2018,0,1
2403,Peter Karamitsos,Peter,Karamitsos,a software salesman,Elmhurst,Illinois,7718,2018-03-14,1,27400,male,2018,0,1
2404,Kimberly Bond,Kimberly,Bond,a writer and stay-at-home mom,Cumming,Georgia,7512,2017-04-18,0,10799,female,2017,1,0
2405,Allison Berke,Allison,Berke,a cybersecurity research director,Half Moon Bay,California,7718,2018-03-14,0,100,female,2018,1,0
2406,Ashley O'Mara,Ashley,O'Mara,a Ph.D. candidate and teaching associate,Baldwinsville,New York,7716,2018-03-12,0,600,female,2018,1,0
2407,Emily Perez,Emily,Perez,a graduate student of library science,Wappingers Falls,New York,7713,2018-03-07,0,1,female,2018,1,0
2408,Stephanie Cornelison,Stephanie,Cornelison,a graduate student in library science,Asheboro,North Carolina,7453,2017-01-25,1,2200,female,2017,1,0
2409,Meral Cultu,Meral,Cultu,a nonprofit strategist,Cleveland,Ohio,7496,2017-03-27,0,13402,female,2017,1,0
2410,Jeff Versteeg,Jeff,Versteeg,an account executive,Cleveland,Ohio,6874,2014-07-03,0,11199,male,2014,0,1
2411,Nora Morrison,Nora,Morrison,a music historian,Cleveland,Ohio,6797,2014-03-18,0,-2000,female,2014,1,0
2412,Rob Worman,Rob,Worman,an escalation manager,Edina,Minnesota,7704,2018-02-22,0,1,male,2018,0,1
2413,Rob Worman,Rob,Worman,an escalation manager,Edina,Minnesota,7703,2018-02-21,1,20001,male,2018,0,1
2414,Rob Worman,Rob,Worman,an escalation manager,Edina,Minnesota,7702,2018-02-20,1,21601,male,2018,0,1
2415,Rob Worman,Rob,Worman,an escalation manager,Edina,Minnesota,7701,2018-02-19,1,37999,male,2018,0,1
2416,Rob Worman,Rob,Worman,an escalation manager,Edina,Minnesota,7700,2018-02-16,1,32800,male,2018,0,1
2417,Rob Worman,Rob,Worman,an escalation manager,Edina,Minnesota,7699,2018-02-15,1,5599,male,2018,0,1
2418,Rob Worman,Rob,Worman,an escalation manager,Edina,Minnesota,7698,2018-02-14,1,15900,male,2018,0,1
2419,Kate Logan,Kate,Logan,a medical transcriptionist,Hoosick Falls,New York,7701,2018-02-19,0,5200,female,2018,1,0
2420,Florence Garbini,Florence,Garbini,a pilot,Brighton,Colorado,7701,2018-02-19,0,-1200,female,2018,1,0
2421,Gianna Durso-Finley,Gianna,Durso-Finley,an executive director of an educational foundation,Lawrenceville,New Jersey,7700,2018-02-16,0,4100,female,2018,1,0
2422,Marty Cunningham,Marty,Cunningham,an accountant and voice artist,Arvada,Colorado,7697,2018-02-13,0,17000,male,2018,0,1
2423,Marty Cunningham,Marty,Cunningham,an accountant and voice artist,Arvada,Colorado,7696,2018-02-12,1,16800,male,2018,0,1
2424,Marty Cunningham,Marty,Cunningham,an accountant and voice artist,Arvada,Colorado,7695,2018-02-09,1,30200,male,2018,0,1
2425,Marty Cunningham,Marty,Cunningham,an accountant and voice artist,Arvada,Colorado,7694,2018-02-08,1,18900,male,2018,0,1
2426,Tracy Bacon,Tracy,Bacon,a community college professor,Arvada,Colorado,7547,2017-06-06,0,2800,female,2017,1,0
2427,Emily Deckenback,Emily,Deckenback,a midwife,San Bruno,California,7697,2018-02-13,0,3600,female,2018,1,0
2428,Julia Lee,Julia,Lee,a pharmacy student,San Bruno,California,7391,2016-10-31,0,4399,female,2016,1,0
2429,Julia Lee,Julia,Lee,a pharmacy student,San Bruno,California,7390,2016-10-28,1,6599,female,2016,1,0
2430,Sue Baker,Sue,Baker,a medical coder,Madison,Wisconsin,7344,2016-07-14,0,1,female,2016,1,0
2431,Sue Baker,Sue,Baker,a medical coder,Madison,Wisconsin,7343,2016-07-13,1,19000,female,2016,1,0
2432,Dennis Lloyd,Dennis,Lloyd,a publisher,Madison,Wisconsin,7138,2015-09-30,0,199,male,2015,0,1
2433,Laura Varriale,Laura,Varriale,a government attorney,Madison,Wisconsin,7135,2015-09-25,0,412,female,2015,1,0
2434,Jenny Thorngate,Jenny,Thorngate,a chemist,Madison,Wisconsin,7109,2015-07-09,0,200,female,2015,1,0
2435,Jenny Thorngate,Jenny,Thorngate,a chemist,Madison,Wisconsin,7108,2015-07-08,1,22001,female,2015,1,0
2436,Mark Japinga,Mark,Japinga,a graduate student in public affairs,Madison,Wisconsin,6942,2014-11-18,0,0,male,2014,0,1
2437,Mark Japinga,Mark,Japinga,a graduate student in public affairs,Madison,Wisconsin,6940,2014-11-14,0,15003,male,2014,0,1
2438,Marcy Lehman,Marcy,Lehman,a senior business systems analyst,Marion,Iowa,7693,2018-02-07,0,2500,female,2018,1,0
2439,Lorie Gasior,Lorie,Gasior,a license director,Gonzales,Louisiana,7691,2018-02-05,1,7400,female,2018,1,0
2441,Rachel Lindgren,Rachel,Lindgren,a fire lookout,Bend,Oregon,7685,2018-01-26,0,100,female,2018,1,0
2442,Rachel Lindgren,Rachel,Lindgren,a fire lookout,Bend,Oregon,7684,2018-01-25,1,10800,female,2018,1,0
2443,Rachel Lindgren,Rachel,Lindgren,a fire lookout,Bend,Oregon,7683,2018-01-24,1,10999,female,2018,1,0
2444,Rachel Lindgren,Rachel,Lindgren,a fire lookout,Bend,Oregon,7682,2018-01-23,1,11999,female,2018,1,0
2445,Rachel Lindgren,Rachel,Lindgren,a fire lookout,Bend,Oregon,7681,2018-01-22,1,17401,female,2018,1,0
2446,Rachel Lindgren,Rachel,Lindgren,a fire lookout,Bend,Oregon,7680,2018-01-19,1,24800,female,2018,1,0
2447,Melissa Stewart,Melissa,Stewart,a baker and barista,Spokane,Washington,7685,2018-01-26,0,200,female,2018,1,0
2448,Crista Calderon,Crista,Calderon,an instructional technology specialist,Spokane,Washington,7479,2017-03-02,0,8000,female,2017,1,0
2449,Andrew Winner,Andrew,Winner,a learning and development consultant originally,Spokane,Washington,6861,2014-06-16,0,8600,male,2014,0,1
2450,Gerard Simonette,Gerard,Simonette,a retired mental health professional,Northampton,Massachusetts,7681,2018-01-22,0,3399,male,2018,0,1
2451,Kerstin Nordstrom,Kerstin,Nordstrom,a physics professor,Northampton,Massachusetts,7271,2016-04-04,1,20601,female,2016,1,0
2452,Sara Callori,Sara,Callori,a physics professor,Redlands,California,7465,2017-02-10,0,9599,female,2017,1,0
2453,Todd Coleman,Todd,Coleman,a physics professor,River Falls,Wisconsin,6989,2015-01-22,0,0,male,2015,0,1
2454,Jen Jabaily Blackburn,Jen,Jabaily,an academic assistant,Northampton,Massachusetts,7022,2015-03-10,0,10401,female,2015,1,0
2455,Jen Jabaily Blackburn,Jen,Jabaily,an academic assistant,Northampton,Massachusetts,7021,2015-03-09,1,19700,female,2015,1,0
2456,Melissa Dean,Melissa,Dean,a quality assurance auditor,Raleigh,North Carolina,7557,2017-06-20,0,1600,female,2017,1,0
2457,Courtney Cissel,Courtney,Cissel,a rental coordinator,Raleigh,North Carolina,7393,2016-11-02,0,8000,female,2016,1,0
2458,Shannon Dillmore,Shannon,Dillmore,a genomics research manager,Raleigh,North Carolina,7383,2016-10-19,0,15331,female,2016,1,0
2459,Shannon Dillmore,Shannon,Dillmore,a genomics research manager,Raleigh,North Carolina,7382,2016-10-18,1,28431,female,2016,1,0
2460,Shannon Dillmore,Shannon,Dillmore,a genomics research manager,Raleigh,North Carolina,7381,2016-10-17,1,20631,female,2016,1,0
2461,Eric Grebing,Eric,Grebing,an educational researcher,Raleigh,North Carolina,7251,2016-03-07,0,9999,male,2016,0,1
2462,Ann Marie Senter,Ann,Marie,a financial services officer,Raleigh,North Carolina,7056,2015-04-27,0,1595,female,2015,1,0
2463,Jack Barry,Jack,Barry,a chief financial officer,Raleigh,North Carolina,6856,2014-06-09,0,2600,male,2014,0,1
2464,John McKay,John,McKay,an assistant secretary of the Colorado Senate,Lakewood,Colorado,7306,2016-05-23,0,2600,male,2016,0,1
2465,Marilyn Rose,Marilyn,Rose,a quilt teacher and retired legal secretary,Ridgeland,Mississippi,7679,2018-01-18,0,15995,female,2018,1,0
2466,Susan Cole,Susan,Cole,a legislative librarian,Bowie,Maryland,7381,2016-10-17,0,14000,female,2016,1,0
2467,Susan Cole,Susan,Cole,a legislative librarian,Bowie,Maryland,7380,2016-10-14,1,28800,female,2016,1,0
2468,Susan Cole,Susan,Cole,a legislative librarian,Bowie,Maryland,7379,2016-10-13,1,18400,female,2016,1,0
2469,Steph Bundy,Steph,Bundy,a summer camp director,Oak Park,California,7669,2018-01-04,0,4000,female,2018,1,0
2470,Steph Bundy,Steph,Bundy,a summer camp director,Oak Park,California,7668,2018-01-03,1,18801,female,2018,1,0
2471,Joel Goldes,Joel,Goldes,a dialect coach,Oak Park,California,7387,2016-10-25,0,1,male,2016,0,1
2472,Jeremy Zarowitz,Jeremy,Zarowitz,an energy trader,Oak Park,California,7382,2016-10-18,0,15200,male,2016,0,1
2473,Lisa McAndrews,Lisa,McAndrews,an intellectual property attorney,White Plains,New York,7666,2018-01-01,0,1,female,2018,1,0
2474,Kevin Foley,Kevin,Foley,a police captain,Mount Sinai,New York,7664,2017-12-28,0,16399,male,2017,0,1
2475,Kevin Foley,Kevin,Foley,a police captain,Mount Sinai,New York,7663,2017-12-27,1,16000,male,2017,0,1
2476,Eileen Palmer,Eileen,Palmer,a retired chemistry teacher,Hudson,Pennsylvania,7659,2017-12-21,1,4200,female,2017,1,0
2477,Justin Bourassa,Justin,Bourassa,a high school English teacher and coach,Medford,Massachusetts,7658,2017-12-20,0,1199,male,2017,0,1
2478,Laurie MacDougall,Laurie,MacDougall,a cancer registrar originally,Medford,Massachusetts,7330,2016-06-24,0,6500,female,2016,1,0
2479,Laurie MacDougall,Laurie,MacDougall,a cancer registrar originally,Medford,Massachusetts,7329,2016-06-23,1,26300,female,2016,1,0
2480,Laurie MacDougall,Laurie,MacDougall,a cancer registrar originally,Medford,Massachusetts,7328,2016-06-22,1,25000,female,2016,1,0
2481,Laurie MacDougall,Laurie,MacDougall,a cancer registrar originally,Medford,Massachusetts,7327,2016-06-21,1,26700,female,2016,1,0
2482,Mike Barrett,Mike,Barrett,a cashier and writer,Medford,Massachusetts,7165,2015-11-06,0,15801,male,2015,0,1
2483,Mike Barrett,Mike,Barrett,a cashier and writer,Medford,Massachusetts,7164,2015-11-05,1,20801,male,2015,0,1
2484,Lisa Beth Davis,Lisa,Beth,a retired Army master sergeant,Altadena,California,7657,2017-12-19,1,13600,female,2017,1,0
2485,Ben Cosman,Ben,Cosman,a research consultant,Rochester,New York,7656,2017-12-18,0,12200,male,2017,0,1
2486,Todd Gonzalez,Todd,Gonzalez,a paint sales assistant manager,Rochester,New York,7354,2016-07-28,0,18399,male,2016,0,1
2487,Jeff Crosby,Jeff,Crosby,a youth ministry consultant,Rochester,New York,7274,2016-04-07,1,8600,male,2016,0,1
2488,Jeff Crosby,Jeff,Crosby,a youth ministry consultant,Rochester,New York,7273,2016-04-06,1,21801,male,2016,0,1
2489,Jeff Crosby,Jeff,Crosby,a youth ministry consultant,Rochester,New York,7272,2016-04-05,1,8400,male,2016,0,1
2490,Sarah Thompson,Sarah,Thompson,an art history professor,Rochester,New York,7265,2016-03-25,0,14200,female,2016,1,0
2491,Sarah Thompson,Sarah,Thompson,an art history professor,Rochester,New York,7264,2016-03-24,1,16999,female,2016,1,0
2492,Chris Gunter,Chris,Gunter,a stay-at-home parent,Rochester,New York,7060,2015-05-01,0,20401,male,2015,0,1
2493,Stephanie Schlatter,Stephanie,Schlatter,a stay-at-home parent,Toledo,Ohio,7433,2016-12-28,0,2,female,2016,1,0
2494,Stephanie Schlatter,Stephanie,Schlatter,a stay-at-home parent,Toledo,Ohio,7432,2016-12-27,1,5601,female,2016,1,0
2495,Stephanie Schlatter,Stephanie,Schlatter,a stay-at-home parent,Toledo,Ohio,7431,2016-12-26,1,13201,female,2016,1,0
2496,Ross Merriam,Ross,Merriam,a strategy card game player and writer,Roanoke,Virginia,7350,2016-07-22,0,0,male,2016,0,1
2497,Douglas Beeler,Douglas,Beeler,a fertilizer market manager,Roanoke,Virginia,6805,2014-03-28,0,0,male,2014,0,1
2498,Kiersten Brown,Kiersten,Brown,a writer and retail clerk,Champlain,New York,7655,2017-12-15,0,16599,female,2017,1,0
2499,Bryce Johnson,Bryce,Johnson,an analytics manager,Evanston,Illinois,7654,2017-12-14,0,10799,male,2017,0,1
2500,Bryce Johnson,Bryce,Johnson,an analytics manager,Evanston,Illinois,7653,2017-12-13,1,32401,male,2017,0,1
2501,Claudia Perry,Claudia,Perry,a worker for an e-learning company,Evanston,Illinois,6789,2014-03-06,0,11600,female,2014,1,0
2502,Sarah Woodring,Sarah,Woodring,a crafter,Sturgis,Kentucky,7652,2017-12-12,0,1,female,2017,1,0
2503,Matthias Clark,Matthias,Clark,a financial software consultant,River Forest,Illinois,7647,2017-12-05,0,400,male,2017,0,1
2504,Lisa Kristina,Lisa,Kristina,a freelance musician,Chicago Heights,Illinois,7646,2017-12-04,0,15600,female,2017,1,0
2505,Lisa Kristina,Lisa,Kristina,a freelance musician,Chicago Heights,Illinois,7645,2017-12-01,1,20200,female,2017,1,0
2506,Lisa Kristina,Lisa,Kristina,a freelance musician,Chicago Heights,Illinois,7644,2017-11-30,1,15900,female,2017,1,0
2507,Matt Preston,Matt,Preston,an assets protection leader,Harvest,Alabama,7644,2017-11-30,0,5599,male,2017,0,1
2508,Matt Preston,Matt,Preston,an assets protection leader,Harvest,Alabama,7643,2017-11-29,1,5199,male,2017,0,1
2509,Matt Preston,Matt,Preston,an assets protection leader,Harvest,Alabama,7642,2017-11-28,1,20799,male,2017,0,1
2510,Peggy Szymeczek,Peggy,Szymeczek,a retired civil servant,Gilbert,Arizona,7319,2016-06-09,0,2200,female,2016,1,0
2511,Marcus Gresham,Marcus,Gresham,a WRAP facilitator,Corydon,Indiana,7642,2017-11-28,0,4399,male,2017,0,1
2512,Marcus Gresham,Marcus,Gresham,a WRAP facilitator,Corydon,Indiana,7641,2017-11-27,1,26401,male,2017,0,1
2513,Marcus Gresham,Marcus,Gresham,a WRAP facilitator,Corydon,Indiana,7640,2017-11-24,1,20401,male,2017,0,1
2514,Marcus Gresham,Marcus,Gresham,a WRAP facilitator,Corydon,Indiana,7640,2017-11-24,1,20401,male,2017,0,1
2516,Marianne Novak,Marianne,Novak,an Orthodox rabbinical student,Skokie,Illinois,7381,2016-10-17,0,1,female,2016,1,0
2519,Andrew Pau,Andrew,Pau,an associate professor,Amherst,Ohio,7631,2017-11-13,0,10399,male,2017,0,1
2520,Andrew Pau,Andrew,Pau,an associate professor,Amherst,Ohio,7631,2017-11-13,0,10399,male,2017,0,1
2521,Andrew Pau,Andrew,Pau,an associate professor,Amherst,Ohio,7630,2017-11-10,1,29000,male,2017,0,1
2522,Seth Wilson,Seth,Wilson,a Ph.D. candidate and adjunct professor,Nacogdoches,Texas,7629,2017-11-09,0,5399,male,2017,0,1
2523,Sam Deutsch,Sam,Deutsch,a business consultant,Calabasas,California,7629,2017-11-09,0,8200,male,2017,0,1
2524,David Clemmons,David,Clemmons,an 11th grade U.S. history teacher in Keller,Fort Worth,Texas,7628,2017-11-08,0,0,male,2017,0,1
2525,David Clemmons,David,Clemmons,an 11th grade U.S. history teacher,Fort Worth,Texas,7535,2017-05-19,1,36000,male,2017,0,1
2526,David Clemmons,David,Clemmons,an 11th grade U.S. history teacher,Fort Worth,Texas,7534,2017-05-18,1,10000,male,2017,0,1
2527,David Clemmons,David,Clemmons,an 11th grade U.S. history teacher,Fort Worth,Texas,7531,2017-05-15,1,27600,male,2017,0,1
2528,David Clemmons,David,Clemmons,an 11th grade U.S. history teacher,Fort Worth,Texas,7528,2017-05-10,1,10800,male,2017,0,1
2529,Lolita Welch,Lolita,Welch,an independent contractor,Fort Worth,Texas,7487,2017-03-14,0,12427,female,2017,1,0
2530,Jason Sterlacci,Jason,Sterlacci,a fourth grade teacher,Somerset,New Jersey,7627,2017-11-07,1,23000,male,2017,0,1
2531,Jason Zbanek,Jason,Zbanek,a fourth grade teacher,Bloomfield Hills,Michigan,6969,2014-12-25,0,2000,male,2014,0,1
2532,Jason Sterlacci,Jason,Sterlacci,a 6th grade English teacher,Somerset,New Jersey,7300,2016-05-13,1,20800,male,2016,0,1
2533,Jason Sterlacci,Jason,Sterlacci,a 6th grade English teacher,Somerset,New Jersey,7299,2016-05-12,1,22601,male,2016,0,1
2534,Jason Sterlacci,Jason,Sterlacci,a 6th grade English teacher,Somerset,New Jersey,7298,2016-05-11,1,16200,male,2016,0,1
2535,Jason Sterlacci,Jason,Sterlacci,a 6th grade English teacher,Somerset,New Jersey,7292,2016-05-03,1,19000,male,2016,0,1
2536,Jenny Wrigley,Jenny,Wrigley,a yoga instructor,Olive Branch,Mississippi,7624,2017-11-02,1,9999,female,2017,1,0
2537,Jenny Wrigley,Jenny,Wrigley,a yoga instructor,Olive Branch,Mississippi,7623,2017-11-01,1,22401,female,2017,1,0
2538,Colby Taylor,Colby,Taylor,an assistant professor of psychology,Olive Branch,Mississippi,7443,2017-01-11,0,799,male,2017,0,1
2539,Colby Taylor,Colby,Taylor,an assistant professor of psychology,Olive Branch,Mississippi,7442,2017-01-10,1,18399,male,2017,0,1
2540,Charles Yu,Charles,Yu,a technical consultant,Hyattsville,Maryland,7621,2017-10-30,1,5599,male,2017,0,1
2541,Ashley Phillips,Ashley,Phillips,a homemaker and home-schooling mom,Lantana,Texas,7620,2017-10-27,1,1,female,2017,1,0
2542,Phil Kohn,Phil,Kohn,a retired engineer,Colonia,New Jersey,7619,2017-10-26,0,1000,male,2017,0,1
2543,Allan Ashley,Allan,Ashley,a retired engineer,Huntsville,Alabama,7565,2017-06-30,0,9300,male,2017,0,1
2544,Kristina Witzling,Kristina,Witzling,a market researcher,Flemington,New Jersey,7617,2017-10-24,0,3400,female,2017,1,0
2545,Justin Broughman,Justin,Broughman,a high school social studies teacher,Strasburg,Virginia,7614,2017-10-19,0,15200,male,2017,0,1
2546,Michelle Kritselis,Michelle,Kritselis,a managing editor,Rolling Meadows,Illinois,7610,2017-10-13,0,10600,female,2017,1,0
2547,Lisa Rhae Burgess,Lisa,Rhae,a retired high school teacher,Surfside Beach,South Carolina,7608,2017-10-11,0,12400,female,2017,1,0
2548,Chris Cardinal,Chris,Cardinal,a software entrepreneur,Phoenix,Arizona,7607,2017-10-10,0,11200,male,2017,0,1
2549,Shawn Friend,Shawn,Friend,a law library resource center director,Phoenix,Arizona,7482,2017-03-07,0,9200,male,2017,0,1
2550,Jill Rausch,Jill,Rausch,a captioner,Phoenix,Arizona,7462,2017-02-07,0,6399,female,2017,1,0
2551,Jill Rausch,Jill,Rausch,a captioner,Phoenix,Arizona,7461,2017-02-06,1,12801,female,2017,1,0
2552,Sarah Favorite,Sarah,Favorite,a graduate student and health data specialist,Williston,North Dakota,7607,2017-10-10,0,4300,female,2017,1,0
2553,Cathy Subick,Cathy,Subick,an architectural conservator,Spring City,Pennsylvania,7604,2017-10-05,0,5700,female,2017,1,0
2554,Gary Tse,Gary,Tse,a freshman at the United States Naval Academy,Ellicott City,Maryland,7475,2017-02-24,0,6604,male,2017,0,1
2555,Gary Tse,Gary,Tse,a freshman at the United States Naval Academy,Ellicott City,Maryland,7473,2017-02-22,1,15989,male,2017,0,1
2556,Gary Tse,Gary,Tse,a freshman at the United States Naval Academy,Ellicott City,Maryland,7473,2017-02-22,1,15989,male,2017,0,1
2557,Gary Tse,Gary,Tse,a freshman at the United States Naval Academy,Ellicott City,Maryland,7470,2017-02-17,0,22845,male,2017,0,1
2558,Clarissa Santori,Clarissa,Santori,a senior at Northeastern University,Ellicott City,Maryland,7472,2017-02-21,0,100,female,2017,1,0
2559,Clarissa Santori,Clarissa,Santori,a senior at Northeastern University,Ellicott City,Maryland,7468,2017-02-15,0,14000,female,2017,1,0
2560,Tina Doppler,Tina,Doppler,a small business owner,Crown Point,Indiana,7597,2017-09-26,0,6000,female,2017,1,0
2561,Ed Kim,Ed,Kim,a small business owner,Whittier,California,7127,2015-09-15,0,10599,male,2015,0,1
2562,Ed Kim,Ed,Kim,a small business owner,Whittier,California,7126,2015-09-14,1,17200,male,2015,0,1
2563,Anupama Srirangan,Anupama,Srirangan,a technology director,Aurora,Illinois,7596,2017-09-25,0,-3000,female,2017,1,0
2564,Thom Page,Thom,Page,an OB/GYN doctor,Auburn,Maine,7594,2017-09-21,0,1400,male,2017,0,1
2565,Justin Torello,Justin,Torello,a pharmaceutical research associate,Monroe,New York,7593,2017-09-20,0,6700,male,2017,0,1
2566,Julie Roth,Julie,Roth,a community college English professor,Odessa,Texas,7593,2017-09-20,0,3400,female,2017,1,0
2567,Angela Ward,Angela,Ward,a family assessment writer,Longview,Texas,7592,2017-09-19,0,15000,female,2017,1,0
2568,Angela Ward,Angela,Ward,a family assessment writer,Longview,Texas,7591,2017-09-18,1,11800,female,2017,1,0
2569,Farhad Mahmoudi,Farhad,Mahmoudi,a client services director,Encinitas,California,7592,2017-09-19,0,21201,male,2017,0,1
2570,Andy Hyland,Andy,Hyland,a university communications director,Mission,Kansas,7591,2017-09-18,0,1262,male,2017,0,1
2571,Sarah Reisert,Sarah,Reisert,an awards program manager,Devon,Pennsylvania,7590,2017-09-15,0,6200,female,2017,1,0
2572,Laura Kelsay,Laura,Kelsay,a hotel desk reception clerk,Grand Island,Nebraska,7588,2017-09-13,0,21900,female,2017,1,0
2573,Laura Kelsay,Laura,Kelsay,a hotel desk reception clerk,Grand Island,Nebraska,7587,2017-09-12,1,27900,female,2017,1,0
2574,Laura Kelsay,Laura,Kelsay,a hotel desk reception clerk,Grand Island,Nebraska,7586,2017-09-11,1,14400,female,2017,1,0
2575,Linda Shaver-Gleason,Linda,Shaver-Gleason,a musicologist,Lompoc,California,7587,2017-09-12,0,24001,female,2017,1,0
